epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,1184.95,1.06644,0.75744,1.1937,0.79811,0.68291,0.73463,0.43067,1.62817,1.22908,1.48504,0.000909688,0.000909688,0.000909688
35,1214.6,1.04911,0.73789,1.20221,0.73274,0.77547,0.75747,0.42751,1.63133,1.1747,1.49201,0.000899375,0.000899375,0.000899375
36,1244.99,1.03028,0.70521,1.18878,0.73062,0.68583,0.72805,0.41882,1.58395,1.42976,1.48308,0.000889062,0.000889062,0.000889062
37,1275.29,1.09543,0.77463,1.23146,0.74329,0.65553,0.70064,0.38173,1.67545,1.34257,1.55175,0.00087875,0.00087875,0.00087875
38,1304.81,1.05234,0.77945,1.20677,0.66171,0.71054,0.68688,0.3971,1.48807,1.40358,1.42219,0.000868437,0.000868437,0.000868437
39,1334.58,1.02573,0.74661,1.18623,0.62615,0.73481,0.6836,0.43339,1.42853,1.39211,1.38167,0.000858125,0.000858125,0.000858125
40,1364.89,1.03961,0.71627,1.18108,0.8065,0.64054,0.71569,0.41794,1.5077,1.44176,1.46692,0.000847813,0.000847813,0.000847813
41,1394.69,1.0219,0.70187,1.18792,0.71091,0.70312,0.71639,0.41266,1.53502,1.27676,1.43822,0.0008375,0.0008375,0.0008375
42,1424.61,1.01298,0.71163,1.17848,0.77663,0.68999,0.71537,0.40187,1.61039,1.47668,1.56329,0.000827187,0.000827187,0.000827187
43,1454.76,1.01614,0.6968,1.16894,0.84228,0.60049,0.70032,0.42678,1.54617,1.40541,1.49408,0.000816875,0.000816875,0.000816875
44,1484.83,0.98138,0.67104,1.15951,0.78907,0.66696,0.69115,0.41216,1.52232,1.4282,1.46489,0.000806562,0.000806562,0.000806562
45,1514.74,1.00691,0.67211,1.16591,0.80377,0.60341,0.69895,0.42572,1.47337,1.48144,1.42883,0.00079625,0.00079625,0.00079625
46,1544.44,0.97612,0.67081,1.15557,0.73095,0.64912,0.63558,0.37489,1.54566,1.50796,1.50833,0.000785938,0.000785938,0.000785938
47,1574.72,0.97871,0.67493,1.15411,0.78666,0.69374,0.70574,0.41243,1.50679,1.37152,1.4522,0.000775625,0.000775625,0.000775625
48,1604.61,0.98118,0.65981,1.16613,0.72826,0.71096,0.71196,0.4171,1.57723,1.49018,1.47471,0.000765313,0.000765313,0.000765313
49,1634.1,0.99227,0.66233,1.15497,0.81969,0.72581,0.74446,0.45147,1.51613,1.29854,1.44876,0.000755,0.000755,0.000755
50,1664.13,0.99407,0.64955,1.16398,0.84144,0.721,0.75209,0.45578,1.44306,1.29522,1.38167,0.000744688,0.000744688,0.000744688
51,1694.09,0.93607,0.62169,1.11613,0.72798,0.69687,0.75739,0.44277,1.49775,1.43671,1.4357,0.000734375,0.000734375,0.000734375
52,1723.76,0.92883,0.63108,1.13185,0.79716,0.6316,0.71063,0.40412,1.55241,1.53538,1.51328,0.000724062,0.000724062,0.000724062
53,1754.32,0.92781,0.63387,1.14141,0.76742,0.69158,0.70007,0.40926,1.53312,1.3575,1.45791,0.00071375,0.00071375,0.00071375
54,1784.55,0.93044,0.65132,1.12882,0.76622,0.73667,0.70436,0.38722,1.60357,1.46327,1.5224,0.000703437,0.000703437,0.000703437
55,1814.85,0.93135,0.61667,1.12916,0.78553,0.7427,0.71936,0.38932,1.63067,1.5742,1.55399,0.000693125,0.000693125,0.000693125
56,1844.62,0.92459,0.60269,1.11708,0.83652,0.69794,0.73495,0.40062,1.56808,1.4137,1.51216,0.000682813,0.000682813,0.000682813
57,1874.07,0.93167,0.6147,1.13053,0.75609,0.75316,0.76252,0.43255,1.55751,1.44688,1.50982,0.0006725,0.0006725,0.0006725
58,1903.39,0.89056,0.59023,1.10865,0.77864,0.7588,0.77471,0.43622,1.56065,1.34222,1.52746,0.000662188,0.000662188,0.000662188
59,1933.81,0.8828,0.59057,1.10354,0.82452,0.68534,0.75274,0.40667,1.54393,1.35005,1.51414,0.000651875,0.000651875,0.000651875
60,1964.11,0.91493,0.63499,1.13001,0.74733,0.71246,0.67938,0.37962,1.57443,1.53227,1.61181,0.000641562,0.000641562,0.000641562
61,1993.94,0.87681,0.58024,1.10805,0.80106,0.68881,0.74604,0.38822,1.62199,1.48688,1.61064,0.00063125,0.00063125,0.00063125
62,2024.31,0.87182,0.58936,1.09322,0.76239,0.70175,0.73503,0.39375,1.62876,1.47607,1.61751,0.000620938,0.000620938,0.000620938
63,2053.95,0.86125,0.58741,1.10453,0.80685,0.6968,0.75773,0.43293,1.53243,1.29231,1.54683,0.000610625,0.000610625,0.000610625
64,2084.05,0.87783,0.57541,1.11555,0.80183,0.66702,0.69912,0.40918,1.56847,1.4151,1.6044,0.000600313,0.000600313,0.000600313
65,2114.26,0.81285,0.54248,1.06866,0.80997,0.62978,0.71059,0.39113,1.64788,1.47919,1.63042,0.00059,0.00059,0.00059
66,2143.98,0.85471,0.57973,1.09212,0.84689,0.69053,0.75689,0.44639,1.56757,1.37615,1.53387,0.000579688,0.000579688,0.000579688
67,2173.62,0.83593,0.56532,1.08633,0.80146,0.73957,0.75244,0.43861,1.55522,1.27534,1.53456,0.000569375,0.000569375,0.000569375
68,2203.43,0.85245,0.57008,1.08519,0.77807,0.68731,0.69934,0.40176,1.59166,1.51033,1.55841,0.000559062,0.000559062,0.000559062
69,2232.91,0.82394,0.51815,1.06405,0.84096,0.6942,0.73876,0.42428,1.54418,1.40752,1.50046,0.00054875,0.00054875,0.00054875
70,2263,0.826,0.53296,1.07911,0.83621,0.66118,0.73293,0.40814,1.56606,1.55566,1.5125,0.000538438,0.000538438,0.000538438
71,2292.87,0.79763,0.49175,1.04033,0.74709,0.7107,0.7333,0.4045,1.56049,1.46384,1.48869,0.000528125,0.000528125,0.000528125
72,2322.66,0.78143,0.50127,1.04334,0.85396,0.70419,0.75357,0.40712,1.55565,1.46252,1.48901,0.000517813,0.000517813,0.000517813
73,2352.78,0.7484,0.48982,1.02886,0.78572,0.69146,0.73456,0.40881,1.5553,1.52387,1.53867,0.0005075,0.0005075,0.0005075
74,2382.93,0.79688,0.50703,1.05345,0.81037,0.72299,0.74846,0.41194,1.57035,1.58492,1.55242,0.000497188,0.000497188,0.000497188
75,2413.37,0.8057,0.52908,1.05637,0.74426,0.64725,0.68864,0.39266,1.5946,1.38536,1.53836,0.000486875,0.000486875,0.000486875
76,2443.73,0.78231,0.51781,1.04751,0.87913,0.63768,0.76296,0.41861,1.53162,1.67028,1.49855,0.000476562,0.000476562,0.000476562
77,2473.61,0.77772,0.50899,1.04631,0.83224,0.72172,0.77758,0.41808,1.612,1.45152,1.59051,0.00046625,0.00046625,0.00046625
78,2503.67,0.7659,0.50539,1.04129,0.83763,0.68109,0.76266,0.40756,1.64296,1.47757,1.61747,0.000455937,0.000455937,0.000455937
79,2533.6,0.75315,0.47747,1.0389,0.85048,0.70919,0.77721,0.42027,1.59663,1.49204,1.60889,0.000445625,0.000445625,0.000445625
80,2563.19,0.75977,0.47156,1.0241,0.81623,0.71389,0.75613,0.42702,1.54082,1.46896,1.55797,0.000435312,0.000435312,0.000435312
81,2592.9,0.75215,0.48634,1.04231,0.82877,0.69336,0.73474,0.40817,1.55375,1.56029,1.60008,0.000425,0.000425,0.000425
82,2622.63,0.74324,0.48355,1.03555,0.71921,0.71292,0.71928,0.41082,1.53114,1.54915,1.55475,0.000414688,0.000414688,0.000414688
83,2652.93,0.71851,0.44797,1.015,0.89647,0.67777,0.74695,0.38564,1.61761,1.66897,1.62522,0.000404375,0.000404375,0.000404375
84,2682.12,0.72818,0.45394,1.00821,0.72919,0.76099,0.7483,0.40803,1.57794,1.50615,1.5906,0.000394063,0.000394063,0.000394063
85,2712.19,0.71841,0.46277,1.01205,0.84967,0.69744,0.74121,0.38759,1.63595,1.65774,1.61955,0.00038375,0.00038375,0.00038375
86,2741.81,0.73488,0.47108,1.03124,0.85378,0.67969,0.77203,0.40452,1.6141,1.57968,1.56173,0.000373437,0.000373437,0.000373437
87,2772.57,0.72336,0.46013,1.0184,0.81909,0.70316,0.72312,0.39399,1.60495,1.58052,1.57337,0.000363125,0.000363125,0.000363125
88,2802.58,0.69019,0.4572,1.01417,0.81445,0.65255,0.71545,0.40453,1.57981,1.67315,1.59296,0.000352812,0.000352812,0.000352812
89,2834.07,0.69736,0.46844,1.00806,0.84508,0.67848,0.75281,0.41912,1.58678,1.58417,1.59553,0.0003425,0.0003425,0.0003425
90,2864.53,0.69853,0.45277,0.99335,0.79331,0.69295,0.7274,0.39758,1.64535,1.65893,1.66938,0.000332187,0.000332187,0.000332187
91,2895.55,0.697,0.45086,0.9979,0.84964,0.71715,0.74552,0.42499,1.61265,1.60314,1.60724,0.000321875,0.000321875,0.000321875
92,2925.92,0.67836,0.44382,0.99209,0.86011,0.73657,0.75479,0.4251,1.57583,1.39977,1.57546,0.000311563,0.000311563,0.000311563
93,2957.44,0.68861,0.4295,1.01442,0.85053,0.71722,0.76463,0.42114,1.58744,1.52303,1.60402,0.00030125,0.00030125,0.00030125
94,2987.42,0.67782,0.43456,1.00327,0.73735,0.76369,0.72707,0.41568,1.5681,1.59732,1.66177,0.000290937,0.000290937,0.000290937
95,3018.49,0.68185,0.42024,1.00442,0.86117,0.63055,0.73808,0.4006,1.64692,1.4913,1.7014,0.000280625,0.000280625,0.000280625
96,3048.1,0.64434,0.39745,0.96268,0.80794,0.73554,0.73915,0.39498,1.65698,1.59285,1.71397,0.000270313,0.000270313,0.000270313
97,3078.76,0.65849,0.40924,0.9864,0.80145,0.70248,0.74312,0.39534,1.6273,1.60048,1.65251,0.00026,0.00026,0.00026
98,3108.07,0.65613,0.41582,0.97946,0.81475,0.72967,0.77655,0.42528,1.62616,1.47068,1.67822,0.000249687,0.000249687,0.000249687
99,3137.94,0.65465,0.41285,0.97612,0.80281,0.73243,0.76502,0.4237,1.63588,1.64175,1.68467,0.000239375,0.000239375,0.000239375
100,3167.18,0.63166,0.39141,0.96274,0.83181,0.69241,0.75954,0.41745,1.64847,1.6273,1.64954,0.000229063,0.000229063,0.000229063
101,3196.92,0.65559,0.42037,0.97996,0.8768,0.69983,0.76384,0.42814,1.59536,1.62503,1.58235,0.00021875,0.00021875,0.00021875
102,3227.07,0.65194,0.42682,0.98349,0.81369,0.7353,0.75638,0.40952,1.64326,1.69422,1.63037,0.000208438,0.000208438,0.000208438
103,3256.41,0.61094,0.3948,0.97089,0.81,0.72349,0.7505,0.41795,1.60365,1.53929,1.60217,0.000198125,0.000198125,0.000198125
104,3285.62,0.61731,0.38744,0.96553,0.79452,0.71143,0.75472,0.4149,1.60741,1.69407,1.60284,0.000187813,0.000187813,0.000187813
105,3315.3,0.6292,0.3869,0.97922,0.80426,0.70433,0.74434,0.39541,1.64363,1.65947,1.64297,0.0001775,0.0001775,0.0001775
106,3344.86,0.61802,0.39591,0.97395,0.82905,0.70113,0.73961,0.40406,1.62209,1.62962,1.64228,0.000167188,0.000167188,0.000167188
107,3374.33,0.58335,0.36249,0.94645,0.82374,0.6915,0.73111,0.40029,1.6302,1.66714,1.65689,0.000156875,0.000156875,0.000156875
108,3403.9,0.60454,0.37243,0.95431,0.78816,0.71186,0.71604,0.39386,1.67071,1.75488,1.71294,0.000146562,0.000146562,0.000146562
109,3433.38,0.57889,0.35666,0.94183,0.82808,0.7025,0.74361,0.39582,1.62268,1.68393,1.66627,0.00013625,0.00013625,0.00013625
110,3463.25,0.5865,0.37745,0.96501,0.80246,0.69932,0.75386,0.41503,1.63799,1.70278,1.6686,0.000125938,0.000125938,0.000125938
111,3491.3,0.56628,0.35,0.94021,0.7597,0.71272,0.73234,0.40527,1.62587,1.58555,1.64994,0.000115625,0.000115625,0.000115625
112,3518.91,0.53853,0.31646,0.92943,0.73711,0.72042,0.7564,0.40958,1.63001,1.43448,1.64524,0.000105312,0.000105312,0.000105312
113,3546.92,0.52932,0.30713,0.91154,0.80962,0.68373,0.74721,0.39393,1.64754,1.42157,1.66056,9.5e-05,9.5e-05,9.5e-05
114,3574.83,0.52515,0.29407,0.92374,0.76475,0.69699,0.70581,0.3844,1.63918,1.43201,1.64604,8.46875e-05,8.46875e-05,8.46875e-05
115,3602.66,0.50098,0.29116,0.89304,0.81841,0.66802,0.727,0.40121,1.61058,1.48023,1.61041,7.4375e-05,7.4375e-05,7.4375e-05
116,3630.54,0.50636,0.29681,0.90369,0.80919,0.67728,0.70892,0.39431,1.63293,1.49279,1.62621,6.40625e-05,6.40625e-05,6.40625e-05
117,3658.28,0.48223,0.28554,0.89019,0.80145,0.67605,0.70907,0.39274,1.63419,1.50439,1.63868,5.375e-05,5.375e-05,5.375e-05
118,3686.24,0.49265,0.28687,0.89603,0.78687,0.70815,0.73601,0.40656,1.62862,1.506,1.65248,4.34375e-05,4.34375e-05,4.34375e-05
119,3714,0.49053,0.28023,0.89129,0.80885,0.68979,0.73583,0.40642,1.64565,1.52785,1.66872,3.3125e-05,3.3125e-05,3.3125e-05
120,3742.18,0.49399,0.27456,0.89539,0.8314,0.66387,0.73256,0.40166,1.65844,1.51475,1.68984,2.28125e-05,2.28125e-05,2.28125e-05
