epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,2614.41,0.71689,0.43653,1.01093,0.85444,0.68641,0.75293,0.42867,1.48554,1.21864,1.56606,0.000332187,0.000332187,0.000332187
91,2641.48,0.70341,0.43842,1.00127,0.83632,0.72575,0.77424,0.45176,1.48264,1.27305,1.56732,0.000321875,0.000321875,0.000321875
92,2668.51,0.69365,0.43837,1.00346,0.8743,0.76228,0.796,0.44911,1.4553,1.21915,1.55005,0.000311563,0.000311563,0.000311563
93,2695.71,0.70702,0.43694,1.02725,0.84545,0.74119,0.75951,0.43716,1.46256,1.279,1.54259,0.00030125,0.00030125,0.00030125
94,2723,0.6938,0.45139,1.01155,0.83937,0.71249,0.78008,0.44648,1.41774,1.31575,1.51358,0.000290937,0.000290937,0.000290937
95,2750.31,0.69207,0.42767,1.01182,0.81584,0.72183,0.76157,0.42808,1.5024,1.29874,1.59608,0.000280625,0.000280625,0.000280625
96,2777.42,0.65949,0.40448,0.97926,0.77771,0.7264,0.76045,0.4351,1.50596,1.32851,1.6265,0.000270313,0.000270313,0.000270313
97,2804.43,0.67934,0.41547,1.00655,0.82214,0.73113,0.77378,0.44717,1.46642,1.34571,1.58182,0.00026,0.00026,0.00026
98,2831.51,0.65654,0.40793,0.98441,0.84546,0.71349,0.78095,0.44112,1.47196,1.28755,1.58143,0.000249687,0.000249687,0.000249687
99,2858.68,0.66992,0.41554,0.9872,0.86625,0.69977,0.7822,0.442,1.48158,1.42717,1.59681,0.000239375,0.000239375,0.000239375
100,2885.85,0.66044,0.40101,0.97777,0.81296,0.71225,0.79588,0.45101,1.45881,1.23733,1.57046,0.000229063,0.000229063,0.000229063
101,2913.08,0.66721,0.43223,0.99063,0.85636,0.7396,0.7977,0.45289,1.45306,1.1765,1.5682,0.00021875,0.00021875,0.00021875
102,2940.17,0.64312,0.42046,0.9908,0.81224,0.76115,0.77213,0.43686,1.47926,1.26424,1.57491,0.000208438,0.000208438,0.000208438
103,2967.51,0.64293,0.41409,0.98853,0.82526,0.72843,0.77148,0.43979,1.46571,1.19843,1.53604,0.000198125,0.000198125,0.000198125
104,2999,0.64072,0.39658,0.97929,0.8436,0.7323,0.7654,0.44801,1.47868,1.39067,1.53811,0.000187813,0.000187813,0.000187813
105,3030.92,0.63976,0.39979,0.97878,0.81644,0.75781,0.75557,0.43393,1.4742,1.35057,1.53245,0.0001775,0.0001775,0.0001775
106,3058.79,0.62434,0.40733,0.97574,0.82002,0.75881,0.74149,0.41912,1.502,1.36878,1.55629,0.000167188,0.000167188,0.000167188
107,3086.9,0.63008,0.38989,0.97336,0.82736,0.70571,0.74513,0.42931,1.48691,1.40106,1.54632,0.000156875,0.000156875,0.000156875
108,3113.91,0.61382,0.3875,0.95844,0.84263,0.72905,0.74792,0.41952,1.50098,1.39718,1.58017,0.000146562,0.000146562,0.000146562
109,3141.04,0.60652,0.36951,0.95374,0.80794,0.73958,0.76131,0.43577,1.48827,1.25102,1.58345,0.00013625,0.00013625,0.00013625
110,3168.38,0.59437,0.38584,0.97119,0.83659,0.73683,0.76248,0.44907,1.47304,1.29683,1.56579,0.000125938,0.000125938,0.000125938
111,3194.68,0.59717,0.35343,0.95569,0.86997,0.74295,0.75691,0.44229,1.45123,1.27863,1.55298,0.000115625,0.000115625,0.000115625
112,3220.46,0.56271,0.33432,0.94461,0.84142,0.73157,0.75173,0.43168,1.45562,1.3317,1.56826,0.000105312,0.000105312,0.000105312
113,3246.23,0.53964,0.31141,0.93261,0.81982,0.74517,0.76462,0.44841,1.44028,1.23166,1.5413,9.5e-05,9.5e-05,9.5e-05
114,3272.13,0.53205,0.30757,0.93227,0.7606,0.77978,0.76015,0.44884,1.45083,1.29785,1.5318,8.46875e-05,8.46875e-05,8.46875e-05
115,3298.31,0.53122,0.29279,0.90806,0.84503,0.68102,0.73409,0.44355,1.45828,1.30278,1.55264,7.4375e-05,7.4375e-05,7.4375e-05
116,3324.32,0.52998,0.3006,0.91145,0.78357,0.75231,0.75397,0.44481,1.46785,1.29685,1.55999,6.40625e-05,6.40625e-05,6.40625e-05
117,3350.18,0.52473,0.31104,0.90695,0.83722,0.74562,0.75664,0.43606,1.4873,1.2865,1.57502,5.375e-05,5.375e-05,5.375e-05
118,3376.13,0.51816,0.29732,0.91096,0.82347,0.74027,0.75534,0.44687,1.46549,1.3113,1.55304,4.34375e-05,4.34375e-05,4.34375e-05
119,3402.03,0.52059,0.28939,0.90993,0.81245,0.74084,0.7605,0.45748,1.46426,1.32305,1.54687,3.3125e-05,3.3125e-05,3.3125e-05
120,3427.93,0.51166,0.289,0.90326,0.80389,0.74385,0.75175,0.44739,1.47868,1.35354,1.56276,2.28125e-05,2.28125e-05,2.28125e-05
